date,location,positive,tested,symptomatic,asymptomatic,sym_unknown,hosp_require,hosp_mild,hosp_severe,hosp_unknown,hosp_waiting,discharged,fatal,vaccinated_1st,vaccinated_2nd,vaccinated_3rd,vaccinated_4th,vaccinated_5th
2021-01-29,Airport,2137,475757,0,0,0,92,0,0,0,0,2043,2,0,0,0,0,0
2021-01-29,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-01-30,Domestic,380927,6312103,0,0,0,51764,0,974,0,0,323518,5544,0,0,0,0,0
2021-01-30,Airport,2141,476999,0,0,0,80,0,0,0,0,2059,2,0,0,0,0,0
2021-01-30,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-01-31,Domestic,384582,6352528,0,0,0,50422,0,973,0,0,328391,5652,0,0,0,0,0
2021-01-31,Airport,2145,478790,0,0,0,84,0,0,0,0,2059,2,0,0,0,0,0
2021-01-31,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-01,Domestic,387358,6370300,0,0,0,49430,0,975,0,0,332049,5720,0,0,0,0,0
2021-02-01,Airport,2145,480301,0,0,0,82,0,0,0,0,2061,2,0,0,0,0,0
2021-02-01,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-02,Domestic,389457,6437569,0,0,0,46319,0,937,0,0,337295,5792,0,0,0,0,0
2021-02-02,Airport,2154,482725,0,0,0,85,0,0,0,0,2067,2,0,0,0,0,0
2021-02-02,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-03,Domestic,391665,6496679,0,0,0,43743,0,897,0,0,342045,5910,0,0,0,0,0
2021-02-03,Airport,2156,483761,0,0,0,77,0,0,0,0,2077,2,0,0,0,0,0
2021-02-03,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-04,Domestic,394256,6565486,0,0,0,41028,0,892,0,0,347235,6018,0,0,0,0,0
2021-02-04,Airport,2158,485170,0,0,0,74,0,0,0,0,2082,2,0,0,0,0,0
2021-02-04,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-05,Domestic,396872,6627388,0,0,0,38332,0,877,0,0,352368,6133,0,0,0,0,0
2021-02-05,Airport,2161,486304,0,0,0,69,0,0,0,0,2090,2,0,0,0,0,0
2021-02-05,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-06,Domestic,399178,6698532,0,0,0,36288,0,815,0,0,356752,6241,0,0,0,0,0
2021-02-06,Airport,2162,487519,0,0,0,55,0,0,0,0,2105,2,0,0,0,0,0
2021-02-06,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-07,Domestic,401256,6731575,0,0,0,34876,0,795,0,0,360108,6336,0,0,0,0,0
2021-02-07,Airport,2164,489260,0,0,0,54,0,0,0,0,2108,2,0,0,0,0,0
2021-02-07,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-08,Domestic,402809,6749766,0,0,0,33400,0,773,0,0,363110,6393,0,0,0,0,0
2021-02-08,Airport,2166,490619,0,0,0,51,0,0,0,0,2113,2,0,0,0,0,0
2021-02-08,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-09,Domestic,404584,6808265,0,0,0,31536,0,759,0,0,366680,6474,0,0,0,0,0
2021-02-09,Airport,2167,492515,0,0,0,47,0,0,0,0,2118,2,0,0,0,0,0
2021-02-09,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-10,Domestic,406003,6886418,0,0,0,29199,0,736,0,0,370398,6555,0,0,0,0,0
2021-02-10,Airport,2168,493341,0,0,0,44,0,0,0,0,2122,2,0,0,0,0,0
2021-02-10,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-11,Domestic,407827,6951770,0,0,0,27889,0,713,0,0,373314,6676,0,0,0,0,0
2021-02-11,Airport,2170,494671,0,0,0,43,0,0,0,0,2125,2,0,0,0,0,0
2021-02-11,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-12,Domestic,409564,6984635,0,0,0,26993,0,701,0,0,375872,6772,0,0,0,0,0
2021-02-12,Airport,2172,495913,0,0,0,33,0,0,0,0,2137,2,0,0,0,0,0
2021-02-12,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-13,Domestic,410963,7041285,0,0,0,25376,0,693,0,0,378414,6847,0,0,0,0,0
2021-02-13,Airport,2176,497289,0,0,0,34,0,0,0,0,2140,2,0,0,0,0,0
2021-02-13,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-14,Domestic,412275,7071505,0,0,0,24489,0,668,0,0,380730,6910,0,0,0,0,0
2021-02-14,Airport,2182,498771,0,0,0,39,0,0,0,0,2141,2,0,0,0,0,0
2021-02-14,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-15,Domestic,413583,7086221,0,0,0,23374,0,658,0,0,382938,6950,0,0,0,0,0
2021-02-15,Airport,2184,499986,0,0,0,38,0,0,0,0,2144,2,0,0,0,0,0
2021-02-15,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-16,Domestic,415565,7144642,0,0,0,22614,0,644,0,0,385577,7013,0,0,0,0,0
2021-02-16,Airport,2185,501660,0,0,0,35,0,0,0,0,2148,2,0,0,0,0,0
2021-02-16,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-17,Domestic,416814,7204491,0,0,0,20331,0,607,0,0,389042,7100,125,0,0,0,0
2021-02-17,Airport,2186,502466,0,0,0,33,0,0,0,0,2151,2,0,0,0,0,0
2021-02-17,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-18,Domestic,418203,7265629,0,0,0,19272,0,564,0,0,391321,7194,486,0,0,0,0
2021-02-18,Airport,2190,503748,0,0,0,30,0,0,0,0,2158,2,0,0,0,0,0
2021-02-18,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-19,Domestic,419762,7320133,0,0,0,18870,0,547,0,0,393318,7272,4428,0,0,0,0
2021-02-19,Airport,2190,504849,0,0,0,29,0,0,0,0,2159,2,0,0,0,0,0
2021-02-19,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-20,Domestic,421102,7395088,0,0,0,18336,0,526,0,0,395114,7331,0,0,0,0,0
2021-02-20,Airport,2194,506005,0,0,0,28,0,0,0,0,2164,2,0,0,0,0,0
2021-02-20,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-21,Domestic,422293,7426667,0,0,0,17841,0,511,0,0,396738,7415,0,0,0,0,0
2021-02-21,Airport,2199,507867,0,0,0,29,0,0,0,0,2168,2,0,0,0,0,0
2021-02-21,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-22,Domestic,423382,7441350,0,0,0,17487,0,510,0,0,398066,7472,6895,0,0,0,0
2021-02-22,Airport,2200,509398,0,0,0,29,0,0,0,0,2169,2,0,0,0,0,0
2021-02-22,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-23,Domestic,424239,7495530,0,0,0,16780,0,491,0,0,399624,7527,0,0,0,0,0
2021-02-23,Airport,2202,511480,0,0,0,30,0,0,0,0,2170,2,0,0,0,0,0
2021-02-23,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-24,Domestic,425248,7513854,0,0,0,16109,0,487,0,0,401195,7582,5954,0,0,0,0
2021-02-24,Airport,2204,512316,0,0,0,31,0,0,0,0,2171,2,0,0,0,0,0
2021-02-24,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-25,Domestic,426333,7568556,0,0,0,15313,0,472,0,0,403067,7645,4008,0,0,0,0
2021-02-25,Airport,2205,513845,0,0,0,28,0,0,0,0,2175,2,0,0,0,0,0
2021-02-25,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-26,Domestic,427251,7627790,0,0,0,14917,0,457,0,0,404392,7720,6634,0,0,0,0
2021-02-26,Airport,2206,515305,0,0,0,27,0,0,0,0,2177,2,0,0,0,0,0
2021-02-26,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-27,Domestic,428310,7685654,0,0,0,14463,0,440,0,0,405827,7805,0,0,0,0,0
2021-02-27,Airport,2214,516802,0,0,0,34,0,0,0,0,2178,2,0,0,0,0,0
2021-02-27,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-02-28,Domestic,429505,7714850,0,0,0,14325,0,434,0,0,407124,7858,0,0,0,0,0
2021-02-28,Airport,2220,519303,0,0,0,38,0,0,0,0,2180,2,0,0,0,0,0
2021-02-28,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-01,Domestic,430533,7734625,0,0,0,14013,0,436,0,0,408407,7885,3255,0,0,0,0
2021-03-01,Airport,2225,521148,0,0,0,41,0,0,0,0,2182,2,0,0,0,0,0
2021-03-01,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-02,Domestic,431250,7794715,0,0,0,13134,0,413,0,0,409917,7931,2987,0,0,0,0
2021-03-02,Airport,2239,524148,0,0,0,54,0,0,0,0,2183,2,0,0,0,0,0
2021-03-02,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-03,Domestic,432101,7877039,0,0,0,12738,0,407,0,0,411132,7982,2531,0,0,0,0
2021-03-03,Airport,2240,525508,0,0,0,51,0,0,0,0,2187,2,0,0,0,0,0
2021-03-03,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-04,Domestic,433290,7907207,0,0,0,12380,0,398,0,0,412572,8050,1871,0,0,0,0
2021-03-04,Airport,2243,527272,0,0,0,54,0,0,0,0,2187,2,0,0,0,0,0
2021-03-04,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-05,Domestic,434468,7926063,0,0,0,12244,0,388,0,0,413818,8117,7295,0,0,0,0
2021-03-05,Airport,2245,528983,0,0,0,52,0,0,0,0,2191,2,0,0,0,0,0
2021-03-05,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-06,Domestic,435630,8021216,0,0,0,12120,0,375,0,0,415085,8176,0,0,0,0,0
2021-03-06,Airport,2247,530768,0,0,0,53,0,0,0,0,2192,2,0,0,0,0,0
2021-03-06,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-07,Domestic,436687,8052274,0,0,0,12155,0,373,0,0,416050,8225,0,0,0,0,0
2021-03-07,Airport,2254,533048,0,0,0,56,0,0,0,0,2196,2,0,0,0,0,0
2021-03-07,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-08,Domestic,437720,8066683,0,0,0,12154,0,380,0,0,417018,8251,24327,0,0,0,0
2021-03-08,Airport,2257,535057,0,0,0,59,0,0,0,0,2196,2,0,0,0,0,0
2021-03-08,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-09,Domestic,438398,8134600,0,0,0,11734,0,381,0,0,418046,8297,36762,0,0,0,0
2021-03-09,Airport,2258,537672,0,0,0,57,0,0,0,0,2199,2,0,0,0,0,0
2021-03-09,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-10,Domestic,439454,8174837,0,0,0,11581,0,364,0,0,419201,8351,41357,35,0,0,0
2021-03-10,Airport,2260,538949,0,0,0,53,0,0,0,0,2205,2,0,0,0,0,0
2021-03-10,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-11,Domestic,440722,8234989,0,0,0,11648,0,354,0,0,420320,8400,31826,408,0,0,0
2021-03-11,Airport,2264,540423,0,0,0,55,0,0,0,0,2207,2,0,0,0,0,0
2021-03-11,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-12,Domestic,442007,8291840,0,0,0,11810,0,354,0,0,421391,8449,46453,2905,0,0,0
2021-03-12,Airport,2267,542130,0,0,0,52,0,0,0,0,2213,2,0,0,0,0,0
2021-03-12,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-13,Domestic,443298,8347402,0,0,0,12058,0,337,0,0,422452,8507,0,0,0,0,0
2021-03-13,Airport,2272,544014,0,0,0,52,0,0,0,0,2218,2,0,0,0,0,0
2021-03-13,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-14,Domestic,444582,8378697,0,0,0,12312,0,328,0,0,423426,8558,0,0,0,0,0
2021-03-14,Airport,2276,546770,0,0,0,52,0,0,0,0,2222,2,0,0,0,0,0
2021-03-14,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-15,Domestic,445610,8395963,0,0,0,12279,0,327,0,0,424449,8588,55204,4529,0,0,0
2021-03-15,Airport,2281,549455,0,0,0,57,0,0,0,0,2222,2,0,0,0,0,0
2021-03-15,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-16,Domestic,446386,8445833,0,0,0,12128,0,337,0,0,425341,8620,67446,1470,0,0,0
2021-03-16,Airport,2287,553431,0,0,0,59,0,0,0,0,2226,2,0,0,0,0,0
2021-03-16,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-17,Domestic,447409,8493609,0,0,0,11964,0,335,0,0,426539,8676,73352,4942,0,0,0
2021-03-17,Airport,2289,555715,0,0,0,58,0,0,0,0,2229,2,0,0,0,0,0
2021-03-17,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-18,Domestic,448868,8578528,0,0,0,12217,0,325,0,0,427650,8715,67217,4000,0,0,0
2021-03-18,Airport,2303,557940,0,0,0,68,0,0,0,0,2233,2,0,0,0,0,0
2021-03-18,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-19,Domestic,450377,8633427,0,0,0,12570,0,330,0,0,428677,8756,63041,7092,0,0,0
2021-03-19,Airport,2310,560131,0,0,0,73,0,0,0,0,2235,2,0,0,0,0,0
2021-03-19,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-20,Domestic,451830,8704728,0,0,0,12849,0,332,0,0,429877,8788,0,0,0,0,0
2021-03-20,Airport,2313,562309,0,0,0,75,0,0,0,0,2236,2,0,0,0,0,0
2021-03-20,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-21,Domestic,453304,8735386,0,0,0,13302,0,324,0,0,430898,8810,0,0,0,0,0
2021-03-21,Airport,2319,565106,0,0,0,81,0,0,0,0,2236,2,0,0,0,0,0
2021-03-21,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-22,Domestic,454438,8752383,0,0,0,13271,0,324,0,0,432017,8833,70115,3748,0,0,0
2021-03-22,Airport,2328,567416,0,0,0,84,0,0,0,0,2242,2,0,0,0,0,0
2021-03-22,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-23,Domestic,455406,8803852,0,0,0,13131,0,320,0,0,433099,8859,43801,2627,0,0,0
2021-03-23,Airport,2333,570164,0,0,0,84,0,0,0,0,2247,2,0,0,0,0,0
2021-03-23,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-24,Domestic,456691,8856567,0,0,0,13325,0,328,0,0,434195,8906,38731,3323,0,0,0
2021-03-24,Airport,2337,571717,0,0,0,82,0,0,0,0,2253,2,0,0,0,0,0
2021-03-24,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-25,Domestic,458539,8916541,0,0,0,13833,0,325,0,0,435429,8936,31571,2371,0,0,0
2021-03-25,Airport,2343,573331,0,0,0,83,0,0,0,0,2258,2,0,0,0,0,0
2021-03-25,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-26,Domestic,460478,8979186,0,0,0,14571,0,323,0,0,436604,8965,43993,3754,0,0,0
2021-03-26,Airport,2347,575034,0,0,0,85,0,0,0,0,2260,2,0,0,0,0,0
2021-03-26,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-27,Domestic,462499,9046482,0,0,0,15239,0,331,0,0,437918,8996,0,0,0,0,0
2021-03-27,Airport,2352,576766,0,0,0,83,0,0,0,0,2267,2,0,0,0,0,0
2021-03-27,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-28,Domestic,464470,9086073,0,0,0,16162,0,341,0,0,438955,9028,0,0,0,0,0
2021-03-28,Airport,2364,579131,0,0,0,94,0,0,0,0,2267,3,0,0,0,0,0
2021-03-28,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-29,Domestic,466230,9104960,0,0,0,16738,0,342,0,0,440085,9058,44039,23754,0,0,0
2021-03-29,Airport,2369,581260,0,0,0,97,0,0,0,0,2269,3,0,0,0,0,0
2021-03-29,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-30,Domestic,467786,9177139,0,0,0,17059,0,368,0,0,441351,9083,27242,31827,0,0,0
2021-03-30,Airport,2374,584163,0,0,0,97,0,0,0,0,2274,3,0,0,0,0,0
2021-03-30,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-03-31,Domestic,469713,9218386,0,0,0,17535,0,382,0,0,442735,9110,24213,28795,0,0,0
2021-03-31,Airport,2384,585610,0,0,0,107,0,0,0,0,2274,3,0,0,0,0,0
2021-03-31,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-01,Domestic,472366,9285821,0,0,0,18669,0,380,0,0,444121,9159,16156,31217,0,0,0
2021-04-01,Airport,2392,587263,0,0,0,109,0,0,0,0,2280,3,0,0,0,0,0
2021-04-01,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-02,Domestic,475044,9351198,0,0,0,20100,0,394,0,0,445420,9182,20026,26560,0,0,0
2021-04-02,Airport,2399,589611,0,0,0,116,0,0,0,0,2280,3,0,0,0,0,0
2021-04-02,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-03,Domestic,477737,9412344,0,0,0,21409,0,408,0,0,446781,9210,0,0,0,0,0
2021-04-03,Airport,2413,591834,0,0,0,115,0,0,0,0,2295,3,0,0,0,0,0
2021-04-03,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-04,Domestic,480424,9453447,0,0,0,22499,0,431,0,0,448304,9218,0,0,0,0,0
2021-04-04,Airport,2428,594837,0,0,0,120,0,0,0,0,2305,3,0,0,0,0,0
2021-04-04,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-05,Domestic,482871,9470636,0,0,0,23347,0,445,0,0,449835,9228,43297,56889,0,0,0
2021-04-05,Airport,2439,596581,0,0,0,131,0,0,0,0,2305,3,0,0,0,0,0
2021-04-05,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-06,Domestic,485085,9530910,0,0,0,23703,0,451,0,0,451727,9246,39420,52262,0,0,0
2021-04-06,Airport,2445,598885,0,0,0,129,0,0,0,0,2313,3,0,0,0,0,0
2021-04-06,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-07,Domestic,487108,9583929,0,0,0,24360,0,456,0,0,453053,9276,40371,64171,0,0,0
2021-04-07,Airport,2453,600256,0,0,0,136,0,0,0,0,2314,3,0,0,0,0,0
2021-04-07,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-08,Domestic,490400,9642353,0,0,0,25844,0,464,0,0,454710,9298,29956,64542,0,0,0
2021-04-08,Airport,2460,601670,0,0,0,132,0,0,0,0,2325,3,0,0,0,0,0
2021-04-08,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-09,Domestic,493728,9713312,0,0,0,27362,0,483,0,0,456492,9331,35313,69598,0,0,0
2021-04-09,Airport,2463,603621,0,0,0,127,0,0,0,0,2333,3,0,0,0,0,0
2021-04-09,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-10,Domestic,497305,9780921,0,0,0,28744,0,511,0,0,458645,9350,0,0,0,0,0
2021-04-10,Airport,2473,605382,0,0,0,137,0,0,0,0,2333,3,0,0,0,0,0
2021-04-10,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-11,Domestic,500895,9821845,0,0,0,29558,0,520,0,0,461377,9379,0,0,0,0,0
2021-04-11,Airport,2493,607745,0,0,0,157,0,0,0,0,2333,3,0,0,0,0,0
2021-04-11,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-12,Domestic,503774,9844311,0,0,0,30327,0,563,0,0,463547,9397,1133271,560905,0,0,0
2021-04-12,Airport,2497,609593,0,0,0,140,0,0,0,0,2354,3,0,0,0,0,0
2021-04-12,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-13,Domestic,506272,9916571,0,0,0,29885,0,596,0,0,466396,9422,1151507,600995,0,0,0
2021-04-13,Airport,2515,612234,0,0,0,153,0,0,0,0,2359,3,0,0,0,0,0
2021-04-13,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-14,Domestic,509627,9981849,0,0,0,30920,0,608,0,0,468621,9466,1166413,642422,0,0,0
2021-04-14,Airport,2527,613321,0,0,0,153,0,0,0,0,2371,3,0,0,0,0,0
2021-04-14,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-15,Domestic,513569,10054941,0,0,0,32198,0,631,0,0,471170,9497,1191931,678405,0,0,0
2021-04-15,Airport,2537,614457,0,0,0,149,0,0,0,0,2385,3,0,0,0,0,0
2021-04-15,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-16,Domestic,518187,10137271,0,0,0,34543,0,670,0,0,473345,9535,1232466,718396,0,0,0
2021-04-16,Airport,2543,616185,0,0,0,146,0,0,0,0,2394,3,0,0,0,0,0
2021-04-16,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-17,Domestic,522647,10215237,0,0,0,36493,0,702,0,0,475966,9581,1240145,718396,0,0,0
2021-04-17,Airport,2556,617830,0,0,0,156,0,0,0,0,2397,3,0,0,0,0,0
2021-04-17,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-18,Domestic,527247,10265740,0,0,0,38600,0,723,0,0,478373,9619,1248569,718396,0,0,0
2021-04-18,Airport,2567,620179,0,0,0,159,0,0,0,0,2405,3,0,0,0,0,0
2021-04-18,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-19,Domestic,531466,10296311,0,0,0,40425,0,738,0,0,480632,9638,1344300,772703,0,0,0
2021-04-19,Airport,2571,621807,0,0,0,163,0,0,0,0,2405,3,0,0,0,0,0
2021-04-19,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-20,Domestic,534716,10383007,0,0,0,40714,0,769,0,0,483631,9668,1490954,800500,0,0,0
2021-04-20,Airport,2586,623967,0,0,0,153,0,0,0,0,2430,3,0,0,0,0,0
2021-04-20,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-21,Domestic,538881,10453958,0,0,0,41907,0,791,0,0,486479,9707,1674571,827196,0,0,0
2021-04-21,Airport,2600,624815,0,0,0,147,0,0,0,0,2450,3,0,0,0,0,0
2021-04-21,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-22,Domestic,543799,10550386,0,0,0,44048,0,805,0,0,489177,9761,1858323,849051,0,0,0
2021-04-22,Airport,2611,625962,0,0,0,139,0,0,0,0,2469,3,0,0,0,0,0
2021-04-22,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-23,Domestic,549259,10644643,0,0,0,46115,0,816,0,0,492392,9797,2058214,878734,0,0,0
2021-04-23,Airport,2624,627660,0,0,0,146,0,0,0,0,2475,3,0,0,0,0,0
2021-04-23,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-24,Domestic,554356,10735929,0,0,0,48065,0,837,0,0,495734,9851,2093763,878734,0,0,0
2021-04-24,Airport,2628,629233,0,0,0,132,0,0,0,0,2493,3,0,0,0,0,0
2021-04-24,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-25,Domestic,559492,10794150,0,0,0,49674,0,864,0,0,499095,9910,2119290,878734,0,0,0
2021-04-25,Airport,2634,631409,0,0,0,132,0,0,0,0,2499,3,0,0,0,0,0
2021-04-25,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-26,Domestic,564211,10830036,0,0,0,51167,0,898,0,0,502221,9969,2397055,920385,0,0,0
2021-04-26,Airport,2637,633273,0,0,0,135,0,0,0,0,2502,3,0,0,0,0,0
2021-04-26,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-27,Domestic,568372,10913961,0,0,0,51606,0,916,0,0,505850,10001,2643770,951490,0,0,0
2021-04-27,Airport,2653,635804,0,0,0,127,0,0,0,0,2523,3,0,0,0,0,0
2021-04-27,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-28,Domestic,572888,10995009,0,0,0,52439,0,953,0,0,509501,10052,2918870,995758,0,0,0
2021-04-28,Airport,2660,636874,0,0,0,104,0,0,0,0,2553,3,0,0,0,0,0
2021-04-28,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-29,Domestic,578306,11063115,0,0,0,54098,0,951,0,0,512983,10104,2939232,995758,0,0,0
2021-04-29,Airport,2667,638242,0,0,0,102,0,0,0,0,2562,3,0,0,0,0,0
2021-04-29,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-04-30,Domestic,584086,11155036,0,0,0,56169,0,978,0,0,516466,10191,3228340,1042998,0,0,0
2021-04-30,Airport,2681,640079,0,0,0,112,0,0,0,0,2566,3,0,0,0,0,0
2021-04-30,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-05-01,Domestic,588900,11255120,0,0,0,57119,0,1020,0,0,520644,10226,3268875,1042998,0,0,0
2021-05-01,Airport,2687,641842,0,0,0,116,0,0,0,0,2568,3,0,0,0,0,0
2021-05-01,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-05-02,Domestic,594500,11323443,0,0,0,58722,0,1050,0,0,524642,10293,3296156,1042998,0,0,0
2021-05-02,Airport,2710,644177,0,0,0,131,0,0,0,0,2576,3,0,0,0,0,0
2021-05-02,Returnee,15,829,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2021-05-03,Domestic,600119,11359660,0,0,0,60156,0,1084,0,0,528470,10358,3303553,1043800,0,0,0
